"","Species.Name","Organism.Type","Broad.Habitat","status","country","iso2code"
"308","Launaea intybacea","Plant - Shrub","","exotic","BAHAMAS","BS"
"309","Ricinus communis","Plant - Shrub","Terrestrial","invasive","BAHAMAS","BS"
"310","Scaevola taccada","Plant - Shrub","Terrestrial","exotic","BAHAMAS","BS"
"311","Macroptilium atropurpureum","Plant - Shrub","Terrestrial","exotic","BAHAMAS","BS"
"312","Eugenia uniflora","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"313","Schinus terebinthifolius","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"314","Schefflera actinophylla","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"315","Albizia lebbeck","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"316","Panicum repens","Plant - Grass","Terrestrial","exotic","BAHAMAS","BS"
"317","Jasminum sambac","Plant - Climber","Terrestrial","exotic","BAHAMAS","BS"
"318","Manilkara zapota","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"319","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"320","Macfadyena unguis-cati","Plant - Climber","Terrestrial","exotic","BAHAMAS","BS"
"321","Cherax quadricarinatus","Plant - Tree","Freshwater","invasive","BAHAMAS","BS"
"322","Casuarina cunninghamiana","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"323","Rhoeo spathacea","Plant - Herb","Terrestrial","invasive","BAHAMAS","BS"
"324","Launaea intybacea","Plant - Shrub","","exotic","BAHAMAS","BS"
"325","Inga vera","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"326","Scaevola taccada","Plant - Shrub","Terrestrial","invasive","BAHAMAS","BS"
"327","Lantana camara","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"328","Macroptilium atropurpureum","Plant - Shrub","Terrestrial","exotic","BAHAMAS","BS"
"329","Ricinus communis","Plant - Shrub","Terrestrial","exotic","BAHAMAS","BS"
"330","Rhoeo spathacea","Plant - Herb","Terrestrial","exotic","BAHAMAS","BS"
"331","Cardamine flexuosa","Plant - Herb","","exotic","BAHAMAS","BS"
"332","Cherax quadricarinatus","Plant - Tree","Freshwater","invasive","BAHAMAS","BS"
"333","Syngonium podophyllum","Plant - Climber","Terrestrial","invasive","BAHAMAS","BS"
"334","Bauhinia variegata","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"335","Sphagneticola trilobata;","Plant - Herb","Terrestrial","invasive","BAHAMAS","BS"
"336","Melia azedarach","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"337","Cardamine flexuosa","Plant - Herb","","exotic","BAHAMAS","BS"
"338","Colubrina asiatica","Plant - Shrub","Terrestrial","invasive","BAHAMAS","BS"
"339","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"340","Jasminum fluminense","Plant - Climber","Terrestrial","exotic","BAHAMAS","BS"
"341","Jasminum fluminense","Plant - Climber","Terrestrial","exotic","BAHAMAS","BS"
"342","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"343","Asparagus densiflorus","Plant - Herb","Terrestrial","invasive","BAHAMAS","BS"
"344","Pennisetum purpureum","Plant - Grass","Terrestrial","invasive","BAHAMAS","BS"
"345","Manilkara zapota","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"346","Schinus terebinthifolius","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"347","Melia azedarach","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"348","Colubrina asiatica","Plant - Shrub","Terrestrial","exotic","BAHAMAS","BS"
"349","Psidium guajava","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"350","Urochloa maxima","Plant - Grass","Terrestrial","invasive","BAHAMAS","BS"
"351","Passiflora biflora","Plant - Climber","Terrestrial","exotic","BAHAMAS","BS"
"352","Urochloa maxima","Plant - Grass","Terrestrial","exotic","BAHAMAS","BS"
"353","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"354","Sesbania bispinosa","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"355","Jasminum fluminense","Plant - Climber","Terrestrial","invasive","BAHAMAS","BS"
"356","Jasminum fluminense","Plant - Climber","Terrestrial","invasive","BAHAMAS","BS"
"357","Urochloa maxima","Plant - Grass","Terrestrial","invasive","BAHAMAS","BS"
"358","Melaleuca quinquenervia","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"359","Bauhinia variegata","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"360","Pteridium aquilinum","Plant - Fern","Terrestrial","invasive","BAHAMAS","BS"
"361","Cherax quadricarinatus","Plant - Tree","Freshwater","exotic","BAHAMAS","BS"
"362","Macroptilium atropurpureum","Plant - Shrub","Terrestrial","invasive","BAHAMAS","BS"
"363","Manilkara zapota","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"364","Passiflora biflora","Plant - Climber","Terrestrial","exotic","BAHAMAS","BS"
"365","Cherax quadricarinatus","Plant - Tree","Freshwater","exotic","BAHAMAS","BS"
"366","Rhoeo spathacea","Plant - Herb","Terrestrial","exotic","BAHAMAS","BS"
"367","Pennisetum purpureum","Plant - Grass","Terrestrial","exotic","BAHAMAS","BS"
"368","Psidium guajava","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"369","Spathodea campanulata","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"370","Sphagneticola trilobata;","Plant - Herb","Terrestrial","exotic","BAHAMAS","BS"
"371","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"372","Asparagus densiflorus","Plant - Herb","Terrestrial","exotic","BAHAMAS","BS"
"373","Bauhinia variegata","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"374","Melia azedarach","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"375","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"376","Spathodea campanulata","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"377","Lantana camara","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"378","Pennisetum purpureum","Plant - Grass","Terrestrial","exotic","BAHAMAS","BS"
"379","Melaleuca quinquenervia","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"380","Colubrina asiatica","Plant - Shrub","Terrestrial","invasive","BAHAMAS","BS"
"381","Scaevola taccada","Plant - Shrub","Terrestrial","exotic","BAHAMAS","BS"
"382","Pennisetum purpureum","Plant - Grass","Terrestrial","invasive","BAHAMAS","BS"
"383","Sansevieria hyacinthoides","Plant - Succulent","Terrestrial","invasive","BAHAMAS","BS"
"384","Scaevola taccada","Plant - Shrub","Terrestrial","invasive","BAHAMAS","BS"
"385","Casuarina cunninghamiana","Plant - Tree","Terrestrial","exotic","BAHAMAS","BS"
"386","Sphagneticola trilobata;","Plant - Herb","Terrestrial","exotic","BAHAMAS","BS"
"387","Bothriochloa pertusa","Plant - Grass","Terrestrial","exotic","BAHAMAS","BS"
"388","Bothriochloa pertusa","Plant - Grass","Terrestrial","exotic","BAHAMAS","BS"
"389","Leucaena leucocephala","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"390","Leucaena leucocephala","Plant - Tree","Terrestrial","invasive","BAHAMAS","BS"
"391","Portulaca oleracea","Plant - Succulent","","exotic","BAHAMAS","BS"
"392","Portulaca oleracea","Plant - Succulent","","exotic","BAHAMAS","BS"
"393","Flacourtia indica","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"394","Nephrolepis cordifolia","Plant - Fern","Terrestrial*","invasive","BARBADOS","BB"
"395","Melia azedarach","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"396","Jatropha curcas","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"397","Sterculia apetala","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"398","Melicoccus bijugatus","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"399","Tradescantia zebrina","Plant - Herb","","exotic","BARBADOS","BB"
"400","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"401","Triphasia trifolia","Plant - Shrub","Terrestrial","exotic","BARBADOS","BB"
"402","Sterculia apetala","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"403","Lantana camara","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"404","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"405","Eleusine indica","Plant - Grass","Terrestrial","exotic","BARBADOS","BB"
"406","Manilkara zapota","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"407","Sesbania bispinosa","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"408","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"409","Persea americana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"410","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"411","Sansevieria hyacinthoides","Plant - Succulent","Terrestrial","invasive","BARBADOS","BB"
"412","Bauhinia purpurea","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"413","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"414","Syzygium jambos","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"415","Syzygium cumini","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"416","Caesalpinia decapetala","Plant - Tree","","exotic","BARBADOS","BB"
"417","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"418","Acacia nilotica","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"419","Portulaca oleracea","Plant - Succulent","","exotic","BARBADOS","BB"
"420","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"421","Sansevieria hyacinthoides","Plant - Succulent","Terrestrial","invasive","BARBADOS","BB"
"422","Syzygium jambos","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"423","Melia azedarach","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"424","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"425","Caesalpinia decapetala","Plant - Tree","","exotic","BARBADOS","BB"
"426","Azadirachta indica","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"427","Syzygium cumini","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"428","Jacaranda mimosifolia","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"429","Melicoccus bijugatus","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"430","Erythrina poeppigiana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"431","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"432","Urochloa maxima","Plant - Grass","Terrestrial","exotic","BARBADOS","BB"
"433","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"434","Samanea saman","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"435","Spondias purpurea","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"436","Calotropis procera","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"437","Lantana camara","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"438","Portulaca oleracea","Plant - Succulent","","exotic","BARBADOS","BB"
"439","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"440","Jacaranda mimosifolia","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"441","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"442","Nephrolepis cordifolia","Plant - Fern","Terrestrial*","invasive","BARBADOS","BB"
"443","Samanea saman","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"444","Albizia procera","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"445","Calotropis procera","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"446","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"447","Persea americana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"448","Sesbania bispinosa","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"449","Ptychosperma macarthurii","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"450","Bauhinia purpurea","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"451","Eleusine indica","Plant - Grass","Terrestrial","exotic","BARBADOS","BB"
"452","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"453","Lantana camara","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"454","Calotropis procera","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"455","Flacourtia indica","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"456","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"457","Triphasia trifolia","Plant - Shrub","Terrestrial","exotic","BARBADOS","BB"
"458","Urochloa maxima","Plant - Grass","Terrestrial","exotic","BARBADOS","BB"
"459","Acacia farnesiana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"460","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"461","Lantana camara","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"462","Ptychosperma macarthurii","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"463","Azadirachta indica","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"464","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"465","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"466","Acacia polyacantha","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"467","Carica papaya","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"468","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"469","Acacia polyacantha","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"470","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","BARBADOS","BB"
"471","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"472","Triphasia trifolia","Plant - Shrub","Terrestrial","invasive","BARBADOS","BB"
"473","Carica papaya","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"474","Nephrolepis cordifolia","Plant - Fern","Terrestrial*","exotic","BARBADOS","BB"
"475","Inga vera","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"476","Peltophorum pterocarpum","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"477","Hydrilla verticillata","Plant - Aquatic","Freshwater","exotic","BARBADOS","BB"
"478","Ptychosperma macarthurii","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"479","Sansevieria hyacinthoides","Plant - Succulent","Terrestrial","exotic","BARBADOS","BB"
"480","Calotropis procera","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"481","Jatropha curcas","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"482","Manilkara zapota","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"483","Peltophorum pterocarpum","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"484","Sansevieria hyacinthoides","Plant - Succulent","Terrestrial","exotic","BARBADOS","BB"
"485","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"486","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"487","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","BARBADOS","BB"
"488","Hydrilla verticillata","Plant - Aquatic","Freshwater","exotic","BARBADOS","BB"
"489","Inga vera","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"490","Spondias purpurea","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"491","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"492","Albizia procera","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"493","Ptychosperma macarthurii","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"494","Nephrolepis cordifolia","Plant - Fern","Terrestrial*","exotic","BARBADOS","BB"
"495","Triphasia trifolia","Plant - Shrub","Terrestrial","invasive","BARBADOS","BB"
"496","Tradescantia zebrina","Plant - Herb","","exotic","BARBADOS","BB"
"497","Erythrina poeppigiana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"498","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"499","Bauhinia tomentosa","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"500","Bauhinia tomentosa","Plant - Tree","Terrestrial","exotic","BARBADOS","BB"
"501","Melicoccus bijugatus","Plant - Tree","Terrestrial","invasive","BARBADOS","BB"
"502","Procambarus clarkii","Plant - Tree
Invertebrate -
Crustacean","Freshwater","exotic","BELIZE","BZ"
"503","Procambarus clarkii","Plant - Tree
Invertebrate -
Crustacean","Freshwater","exotic","BELIZE","BZ"
"504","Typha domingensis","Plant - Cattail","Terrestrial*","invasive","BELIZE","BZ"
"505","Typha domingensis","Plant - Cattail","Terrestrial*","invasive","BELIZE","BZ"
"506","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"507","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"508","Zantedeschia aethiopica","Plant - Herb","","exotic","BERMUDA","BM"
"509","Zantedeschia aethiopica","Plant - Herb","","exotic","BERMUDA","BM"
"510","Oxalis pes-caprae","Plant - Herb","","invasive","BERMUDA","BM"
"511","Ricinus communis","Plant - Shrub","Terrestrial","exotic","BERMUDA","BM"
"512","Oxalis pes-caprae","Plant - Herb","","exotic","BERMUDA","BM"
"513","Merremia tuberosa","Plant - Climber","","exotic","BERMUDA","BM"
"514","Acacia salicina","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"515","Agave americana ""marginata""","Plant - Succulent","Terrestrial","exotic","BERMUDA","BM"
"516","Salvinia molesta","Plant - Aquatic","Freshwater","invasive","BERMUDA","BM"
"517","Epipremnum pinnatum cv.
Aureum","Plant - Climber","Terrestrial","invasive","BERMUDA","BM"
"518","Thunbergia grandiflora","Plant - Climber","","exotic","BERMUDA","BM"
"519","Olea europea","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"520","Buddleja madagascariensis","Plant - Shrub","Terrestrial","invasive","BERMUDA","BM"
"521","Portulaca oleracea","Plant - Succulent","","exotic","BERMUDA","BM"
"522","Samanea saman","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"523","Noronhia emarginata","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"524","Ardisia acuminata","Plant - Shrub","Terrestrial","exotic","BERMUDA","BM"
"525","Pimenta dioica","Plant - Tree","Terrestrial","invasive","BERMUDA","BM"
"526","Oxalis pes-caprae","Plant - Herb","","exotic","BERMUDA","BM"
"527","Olea europea","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"528","Senecio vulgaris","Plant - Herb","","exotic","BERMUDA","BM"
"529","Acacia salicina","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"530","Lantana camara","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"531","Murraya paniculata","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"532","Ardisia acuminata","Plant - Shrub","Terrestrial","invasive","BERMUDA","BM"
"533","Sansevieria trifasciata","Plant - Succulent","Terrestrial","invasive","BERMUDA","BM"
"534","Syzygium cumini","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"535","Sechium edule","Plant - Climber","","exotic","BERMUDA","BM"
"536","Oxalis latifolia","Plant - Herb","","exotic","BERMUDA","BM"
"537","Sterculia apetala","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"538","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","BERMUDA","BM"
"539","Lonicera japonica","Plant - Climber","Terrestrial","exotic","BERMUDA","BM"
"540","Clerodendrum sp.","Plant - Herb","Terrestrial","invasive","BERMUDA","BM"
"541","Eriobotrya japonica","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"542","Albizia lebbeck","Plant - Tree","Terrestrial","invasive","BERMUDA","BM"
"543","Leucaena leucocephala","Plant - Tree","Terrestrial","invasive","BERMUDA","BM"
"544","Epipremnum pinnatum cv.
Aureum","Plant - Climber","Terrestrial","invasive","BERMUDA","BM"
"545","Pimenta dioica","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"546","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","BERMUDA","BM"
"547","Eupatorium riparium","Plant - Herb","Terrestrial","exotic","BERMUDA","BM"
