Family,Taxa,Genus,Species,Common name  ,WRA score  ,WRA rating,WRA designation,Date  ,Filename,
Poaceae,Ehrharta stipoides,Ehrharta,stipoides,"meadow ricegrass, weeping grass",19,High Risk,H (Hawaii),27/07/2015,Ehrharta stipoides.pdf,
Pontederiaceae,Eichhornia crassipes,Eichhornia ,crassipes,water hyacinth,26,High Risk,H (HPWRA),06/05/2011,Eichhornia crassipes.pdf,
Elaeagnaceae,Elaeagnus angustifolia,Elaeagnus ,angustifolia,"oleaster, Russian olive",13,High Risk,H (HPWRA),05/03/2015,Elaeagnus angustifolia.pdf,
Eleagnaceae,Elaeagnus umbellata,Elaeagnus ,umbellata,autumn olive,13,High Risk,H (HPWRA),07/10/2002,Elaeagnus umbellata.xls,
Arecaceae,Elaeis guineensis,Elaeis ,guineensis,African oil palm,10,High Risk,H (HPWRA),28/04/2009,Elaeis guineensis.xls,
Elaeocarpaceae,Elaeocarpus angustifolius,Elaeocarpus ,angustifolius,blue marble tree,4,Evaluate,Evaluate,23/11/2008,Elaeocarpus angustifolius.xls,
Elaeocarpaceae,Elaeocarpus hainanensis,Elaeocarpus ,hainanensis,Hainan elaeocarpus,1,Evaluate,Evaluate,02/07/2009,Elaeocarpus hainanensis.xls,
Celastraceae,Elaeodendron orientale,Elaeodendron ,orientale,false olive,-1,Low Risk,L (HPWRA),23/01/2004,Elaeodendron orientale.xls,
Asteraceae,Elephantopus mollis,Elephantopus ,mollis,"elephant's foot, false tobacco, tobacco weed",17,High Risk,H (Hawaii),24/04/2015,Elephantopus mollis.pdf,
Fabaceae,Elephantorrhiza burkei,Elephantorrhiza ,burkei,"broad-pod, elephant root",-1,Low Risk,L (HPWRA),18/05/2017,Elephantorrhiza burkei.pdf,
Poaceae,Eleusine coracana,Eleusine ,coracana,finger millet,2,Evaluate,Evaluate,23/11/2008,Eleusine coracana.xls,
Polygonaceae,Emex australis,Emex ,australis,"spiny emex, three-cornered jack",17,High Risk,H (HPWRA),29/08/2011,Emex australis.pdf,
Chenopodiaceae,Enchylaena tomentosa,Enchylaena ,tomentosa,ruby saltbush,5,Low Risk,L (HPWRA),29/07/2010,Enchylaena tomentosa.pdf,
Fabaceae,Enterolobium cyclocarpum,Enterolobium ,cyclocarpum,ear tree,3,Low Risk,L (HPWRA),12/12/2003,Enterolobium cyclocarpum.xls,
Onagraceae,Epilobium billardierianum,Epilobium,billardierianum,"Aboriginal willowherb, smooth willow herb",7,High Risk,H (Hawaii),18/11/2015,Epilobium billardierianum,
Cactaceae,Epiphyllum oxypetalum,Epiphyllum,oxypetalum,Dutchman's pipe cactus,2,Low Risk,L (HPWRA),14/08/2012,Epiphyllum oxypetalum.pdf,
Araceae,Epipremnum aureum,Epipremnum,aureum,pothos,9,High Risk,H (HPWRA),12/12/2003,Epipremnum aureum.xls,
Gesneriaceae,Episcia cupreata,Episcia ,cupreata,flame violet,3,Low Risk,L (HPWRA),12/05/2008,Episcia cupreata.xls,
Gesneriaceae,Episcia dianthiflora,Episcia ,dianthiflora,lace flower vine,-2,Low Risk,L (HPWRA),28/04/2009,Episcia dianthiflora.xls,
Equisetaceae,Equisetum arvense,Equisetum,arvense,"common horsetail, field horsetail",18,High Risk,H (HPWRA),04/02/2014,Equisetum arvense.pdf,
Equisetaceae,Equisetum hyemale,Equisetum,hyemale,"common scouring rush, rough horsetail",11.5,High Risk,H (HPWRA),12/01/2014,Equisetum hyemale.pdf,
Equisetaceae,Equisetum ramosissimum,Equisetum,ramosissimum,branched horsetail,14,High Risk,H (HPWRA),30/01/2014,Equisetum ramosissimum.pdf,
Equisetaceae,Equisetum variegatum,Equisetum,variegatum,variegated horsetail,6.5,High Risk,H (HPWRA),23/01/2014,Equisetum variegatum.pdf,
Poaceae,Eragrostis curvula,Eragrostis ,curvula,"African love grass, weeping love grass",26,High Risk,H (HPWRA),03/06/2015,Eragrostis curvula.pdf,
Poaceae,Eragrostis elliottii,Eragrostis ,elliottii,blue lovegrass,12,High Risk,H (HPWRA),12/05/2008,Eragrostis elliottii.xls,
Poaceae,Eragrostis tef,Eragrostis ,tef,"tef, teff, Abyssinian love grass",5,Evaluate,Evaluate,29/08/2016,Eragrostis tef.pdf,
Acanthaceae,Eranthemum pulchellum,Eranthemum ,pulchellum,blue sage,0,Low Risk,L (HPWRA),13/05/2004,Eranthemum pulchellum.xls,
Turneraceae,Erblichia odorata,Erblichia ,odorata,butterfly tree,0,Low Risk,L (HPWRA),02/07/2009,Erblichia odrata.xls,
Poaceae,Eremochloa ophiuroides,Eremochloa ,ophiuroides,centipede grass,8,Low Risk,L (Hawaii),27/08/2004,Eremochloa ophiuroides.xls,
Arecaceae,Eremospatha macrocarpa,Eremospatha,macrocarpa,large-fruit rattan palm,2,Evaluate,Evaluate,18/10/2012,Eremospatha macrocarpa.pdf,
Ericaceae,Erica lusitanica,Erica ,lusitanica,Spanish heath,20.5,High Risk,H (HPWRA),02/07/2009,Erica lusitanica.pdf,
Asteraceae,Erigeron bonariensis,Erigeron ,bonariensis,"hairy fleabane, Conyza bonariensis",17,High Risk,H (Hawaii),04/11/2015,Erigeron bonariensis.pdf,
Asteraceae,Erigeron karvinskianus,Erigeron ,karvinskianus,Mexican daisy,11,High Risk,H (Hawaii),07/10/2002,Erigeron karvinskianus.xls,
Rosaceae,Eriobotrya japonica,Eriobotrya ,japonica,loquat,7,High Risk,H (HPWRA),11/05/2017,Eriobotrya japonica.pdf,
Geraniaceae,Erodium cicutarium,Erodium ,cicutarium,"alfilaria, red stem filaree",14,High Risk,H (HPWRA),01/12/2015,Erodium cicutarium.pdf,
Fabaceae,Erythrina abyssinica,Erythrina ,abyssinica,erythrina,5,Low Risk,L (HPWRA),14/08/2008,Erythrina abyssinica.xls,
Fabaceae,Erythrina corallodendron,Erythrina ,corallodendron,coral bean tree,6,Evaluate,Evaluate,28/05/2004,Erythrina corallodendron.xls,
Fabaceae,Erythrina crista-galli,Erythrina ,crista-galli,cockspur coral tree,6,Low Risk,L (HPWRA),07/10/2002,Erythrina crista-galli.xls,
Fabaceae,Erythrina poeppigiana,Erythrina ,poeppigiana,coral tree,12,High Risk,H (HPWRA),30/09/2011,Erythrina poeppigiana.pdf,
Fabaceae,Erythrina sigmoidea,Erythrina ,sigmoidea,none,6,Evaluate,Evaluate,28/04/2009,Erythrina sigmoidea.xls,
Fabaceae,Erythrina speciosa,Erythrina,speciosa,"mulungu, coral tree",11,High Risk,H (HPWRA),14/05/2012,Erythrina speciosa.pdf,
Fabaceae,Erythrina subumbrans,Erythrina ,subumbrans,December tree,5,Evaluate,Evaluate,28/05/2004,Erythrina subumbrans.xls,
Fabaceae,Erythrina variegata,Erythrina ,variegata,coral tree,-2,Low Risk,L (HPWRA),07/10/2002,Erythrina variegata.xls,
Fabaceae,Erythrina vespertilio,Erythrina ,vespertilio,"bat-wing coraltree, beantree, grey corkwood",-4,Low Risk,L (HPWRA),11/01/2018,Erythrina vespertilio.pdf,
Fabaceae,Erythrina zeyheri,Erythrina ,zeyheri,"plough breaker, harrow breaker",0,Low Risk,L (HPWRA),08/03/2017,Erythrina zeyheri.pdf,
Grossulariaceae,Escallonia rubra var. macrantha,Escallonia,rubra var. macrantha,redclaws,4,Evaluate,Evaluate,02/07/2009,Escallonia rubra var. macrantha.xls,
Papaveraceae,Eschscholzia californica,Eschscholzia ,californica,Californian poppy,14,High Risk,H (HPWRA),09/05/2011,Eschscholzia californica.pdf,
Zingiberaceae,Etlingera elatior,Etlingera ,elatior,torch ginger,1,Low Risk,L (Hawaii),27/08/2004,Etlingera elatior.xls,
Zingiberaceae,Etlingera hemisphaerica,Etlingera ,hemisphaerica,tulip ginger,3,Low Risk,L (HPWRA),09/01/2015,Etlingera hemisphaerica.pdf,
Zingiberaceae,Etlingera littoralis,Etlingera,littoralis,"earth ginger, golden star",1,Low Risk,L (HPWRA),08/06/2016,Etlingera littoralis.pdf,
Zingiberaceae,Etlingera megalocheilos,Etlingera,megalocheilos,"tepus, Etlingera",3,Low Risk,L (HPWRA),28/07/2016,Etlingera megalocheilos.pdf,
Zingiberaceae,Etlingera venusta,Etlingera,venusta,Malay rose,1,Low Risk,L (HPWRA),22/05/2013,Etlingera venusta.pdf,
Myrtaceae,Eucalyptus caesia,Eucalyptus ,caesia,silver princess,0,Low Risk,L (HPWRA),30/04/2004,Eucalyptus caesia.xls,
Myrtaceae,Eucalyptus cinerea,Eucalyptus ,cinerea,silver dollar gum,4,Low Risk,L (HPWRA),30/04/2004,Eucalyptus cinerea.xls,
Myrtaceae,Eucalyptus cloeziana,Eucalyptus ,cloeziana,Queensland messmate,-1,Low Risk,L (HPWRA),02/11/2006,Eucalyptus cloeziana.xls,
Myrtaceae,Eucalyptus crebra,Eucalyptus ,crebra,ironbark,-1,Low Risk,L (HPWRA),01/08/2003,Eucalyptus crebra.xls,
Myrtaceae,Eucalyptus deglupta,Eucalyptus ,deglupta,Indonesian gum,2,Low Risk,L (HPWRA),07/10/2002,Eucalyptus deglupta.xls,
Myrtaceae,Eucalyptus dunnii,Eucalyptus ,dunnii,Dunn's white gum,0,Low Risk,L (HPWRA),02/11/2006,Eucalyptus dunnii.xls,
Myrtaceae,Eucalyptus erythrocorys,Eucalyptus ,erythrocorys,"illyarrie, red helmet",6,Evaluate,Evaluate,17/05/2011,Eucalyptus erythrocorys.pdf,
Myrtaceae,Eucalyptus gardneri,Eucalyptus ,gardneri,blue mallet,0,Low Risk,L (HPWRA),30/04/2004,Eucalyptus gardneri.xls,
Myrtaceae,Eucalyptus globulus,Eucalyptus ,globulus,blue gum,10,High Risk,H (HPWRA),09/03/2007,Eucalyptus globulus.xls,
Myrtaceae,Eucalyptus grandis,Eucalyptus ,grandis,rose gum,11,High Risk,H (HPWRA),27/06/2005,Eucalyptus grandis.xls,
Myrtaceae,Eucalyptus gunnii,Eucalyptus,gunnii,cider gum,2,Evaluate,Evaluate,20/05/2012,Eucalyptus gunnii.pdf,
Myrtaceae,Eucalyptus intermedia,Eucalyptus ,intermedia,bloodwood,1,Low Risk,L (HPWRA),01/08/2003,Eucalyptus intermedia.xls,
Myrtaceae,Eucalyptus kruseana,Eucalyptus ,kruseana,Kruse's mallee,0,Low Risk,L (HPWRA),30/04/2004,Eucalyptus kruseana.xls,
Myrtaceae,Eucalyptus macrocarpa,Eucalyptus ,macrocarpa,mottlecah,3,Evaluate,Evaluate,10/05/2011,Eucalyptus macrocarpa.pdf,
Myrtaceae,Eucalyptus microcorys,Eucalyptus ,microcorys,Australian tallowwood,1,Low Risk,L (HPWRA),14/04/2003,Eucalyptus microcorys.xls,
Myrtaceae,Eucalyptus paniculata,Eucalyptus ,paniculata,grey ironbark,11,High Risk,H (HPWRA),27/06/2005,Eucalyptus paniculata.xls,
Myrtaceae,Eucalyptus pellita,Eucalyptus ,pellita,red mahogany,3,Low Risk,L (HPWRA),02/11/2006,Eucalyptus pellita.xls,
Myrtaceae,Eucalyptus platypus,Eucalyptus ,platypus,round-leaved moort,0,Low Risk,L (HPWRA),30/04/2004,Eucalyptus platypus.xls,
Myrtaceae,Eucalyptus pulverulenta,Eucalyptus,pulverulenta,"powdered gum, silverleaf mountain gum",-1.5,Low Risk,L (HPWRA),21/05/2012,Eucalyptus pulverulenta.pdf,
Myrtaceae,Eucalyptus resinifera,Eucalyptus,resinifera,"red mahogany, kino gum",8,High Risk,H (HPWRA),12/07/2013,Eucalyptus resinifera.pdf,
Myrtaceae,Eucalyptus robusta,Eucalyptus ,robusta,swamp mahogany,3,Low Risk,L (HPWRA),14/04/2003,Eucalyptus robusta.xls,
Myrtaceae,Eucalyptus saligna,Eucalyptus ,saligna,Sydney blue gum,7,High Risk,H (HPWRA),02/11/2006,Eucalyptus saligna.xls,
Myrtaceae,Eucalyptus salubris,Eucalyptus ,salubris,gimlet,-3,Low Risk,L (HPWRA),21/05/2004,Eucalyptus salubris.xls,
Myrtaceae,Eucalyptus sideroxylon,Eucalyptus ,sideroxylon,black ironbark,2,Low Risk,L (HPWRA),02/11/2006,Eucalyptus sideroxylon.xls,
Myrtaceae,Eucalyptus stoatei,Eucalyptus ,stoatei,scarlet pear gum,-2,Low Risk,L (HPWRA),21/05/2004,Eucalyptus stoatei.xls,
Myrtaceae,Eucalyptus tereticornis,Eucalyptus ,tereticornis,forest red gum,5,Low Risk,L (HPWRA),20/08/2003,Eucalyptus tereticornis.xls,
Myrtaceae,Eucalyptus torelliana,Eucalyptus ,torelliana,blood-leaf gum,4,Evaluate,Evaluate,02/11/2006,Eucalyptus torelliana.xls,
Myrtaceae,Eucalyptus torquata,Eucalyptus ,torquata,coral gum,-1,Low Risk,L (HPWRA),21/05/2004,Eucalyptus torquata.xls,
Myrtaceae,Eucalyptus urograndis,Eucalyptus,urograndis,urograndis hybrid,1,Low Risk,L (HPWRA),10/07/2012,Eucalyptus urograndis.pdf,
Myrtaceae,Eucalyptus urophylla,Eucalyptus ,urophylla,Timor mountain gum,6,Low Risk,L (HPWRA),28/04/2009,Eucalyptus urophylla.xls,
Myrtaceae,Eucalyptus yarraensis,Eucalyptus ,yarraensis,yarra gum,1,Low Risk,L (HPWRA),28/04/2009,Eucalyptus yarraensis.xls,
Amaryllidaceae,Eucharis amazonica,Eucharis ,amazonica,"Amazon lily, Eucharist lily",-1,Low Risk,L (HPWRA),02/04/2015,Eucharis amazonica.pdf,
Myrtaceae,Eugenia brasiliensis,Eugenia ,brasiliensis,Brazil cherry,1,Evaluate,Evaluate,02/06/2010,Eugenia brasiliensis.pdf,
Myrtaceae,Eugenia stipitata,Eugenia,stipitata,"araza, araçá-boi",0,Low Risk,L (HPWRA),11/04/2016,Eugenia stipitata.pdf,
Myrtaceae,Eugenia uniflora,Eugenia ,uniflora,Surinam cherry,12,High Risk,H (HPWRA),09/02/2004,Eugenia uniflora.xls,
Euphorbiaceae,Euphorbia amygdaloides ‘Efanthia’,Euphorbia   ,amygdaloides ‘Efanthia’,wood spurge,12,High Risk,H (HPWRA),02/11/2006,Euphorbia amygdaloides efanthia.xls,
Euphorbiaceae,Euphorbia 'Ascot Rainbow',Euphorbia,'Ascot Rainbow','Ascot Rainbow',-5,Low Risk,L (HPWRA),06/06/2017,Euphorbia Ascot Rainbow.pdf,
Euphorbiaceae,Euphorbia 'Blackbird',Euphorbia ,Blackbird',"blackbird spurge, cushion spurge 'Blackbird'",-5,Low Risk,L (HPWRA),09/06/2017,Euphorbia Blackbird.pdf,
Euphorbiaceae,Euphorbia cotinifolia,Euphorbia ,cotinifolia,red spurge,-2,Low Risk,L (HPWRA),30/01/2004,Euphorbia cotinifolia.xls,
Euphorbiaceae,Euphorbia cyathophora,Euphorbia ,cyathophora,fire-on-the-mountain,7,High Risk,H (HPWRA),02/07/2009,Euphorbia cyathophora.xls,
Euphorbiaceae,Euphorbia grandicornis,Euphorbia ,grandicornis,"cow’s horn, big horned euphorbia",2,Evaluate,Evaluate,03/11/2013,Euphorbia grandicornis.pdf,
Euphorbiaceae,Euphorbia hypericifolia,Euphorbia ,hypericifolia,graceful spurge,7,High Risk,H (HPWRA),23/07/2010,Euphorbia hypericifolia.pdf,
Euphorbiaceae,Euphorbia ingens,Euphorbia,ingens,"cactus spurge, candelabra tree",7,High Risk,H (HPWRA),01/10/2012,Euphorbia ingens.pdf,
Euphorbiaceae,Euphorbia lactea,Euphorbia ,lactea,candelabra spurge,8,High Risk,H (HPWRA),03/05/2010,Euphorbia lactea.xls,
Euphorbiaceae,Euphorbia lathyris,Euphorbia ,lathyris,petroleum plant,9,High Risk,H (HPWRA),12/05/2008,Euphorbia lathyris.xls,
Euphorbiaceae,Euphorbia leucocephala,Euphorbia ,leucocephala,pascuita,-2,Low Risk,L (HPWRA),11/05/2004,Euphorbia leucocephala.xls,
Euphorbiaceae,Euphorbia milii,Euphorbia ,milii,crown of thorns,1,Low Risk,L (HPWRA),15/06/2004,Euphorbia milli.xls,
Euphorbiaceae,Euphorbia neriifolia,Euphorbia,neriifolia,"hedge euphorbia, milk spurge",5,Evaluate,Evaluate,27/11/2013,Euphorbia neriifolia.pdf,
Euphorbiaceae,Euphorbia pulcherrima,Euphorbia ,pulcherrima,poinsettia,-7,Low Risk,L (HPWRA),23/01/2004,Euphorbia pulcherrima.xls,
Euphorbiaceae,Euphorbia punicea,Euphorbia,punicea,"flame of Jamaica, vegetable leather",3,Low Risk,L (HPWRA),29/09/2013,Euphorbia punicea.pdf,
Euphorbiaceae,Euphorbia resinifera,Euphorbia ,resinifera,"African spurge, Moroccan mound",2,Low Risk,L (HPWRA),19/06/2015,Euphorbia resinifera.pdf,
Euphorbiaceae,Euphorbia stenoclada,Euphorbia ,stenoclada,silver thicket,3,Evaluate,Evaluate,11/03/2011,Euphorbia stenoclada.pdf,
Euphorbiaceae,Euphorbia tirucalli,Euphorbia ,tirucalli,fingertree,11,High Risk,H (HPWRA),14/04/2010,Euphorbia tirucalli.pdf,
Gentianaceae,Eustoma grandiflorum,Eustoma,grandiflorum,"lisianthus, prairie gentian",1,Low Risk,L (HPWRA),28/04/2014,Eustoma grandiflorum.pdf,
Arecaceae,Euterpe oleracea,Euterpe ,oleracea,assai,5,Evaluate,Evaluate,07/03/2013,Euterpe oleracea.pdf,
Brassicaceae,Eutrema japonicum,Eutrema ,japonicum,"Japanese horseradish, wasabi",3,Low Risk,L (HPWRA),26/05/2016,Eutrema japonicum.pdf,
Convolvulaceae,Evolvulus glomeratus,Evolvulus ,glomeratus,blue daze,0,Low Risk,L (HPWRA),07/10/2002,Evolvulus glomeratus.xls,
Euphorbiaceae,Excoecaria indica,Excoecaria ,indica,mock willow,1,Evaluate,Evaluate,28/04/2009,Excoecaria indica.xls,
Polygonaceae,Fagopyrum esculentum,Fagopyrum ,esculentum,buckwheat,-6,Low Risk,L (HPWRA),24/01/2008,Fagopyrum esculentum.xls,
Loganiaceae,Fagraea berteroana,Fagraea ,berteroana,pua keni keni,-1,Low Risk,L (HPWRA),07/10/2002,Fagraea berteroana.xls,
Fabaceae,Falcataria moluccana,Falcataria ,moluccana,albizia,8,High Risk,H (HPWRA),27/06/2005,Falcataria moluccana.xls,
Poaceae,Fargesia fungosa,Fargesia,fungosa,chocolate bamboo,-4,Low Risk,L (HPWRA),27/03/2013,Fargesia fungosa.pdf,
Moraceae,Fatoua villosa,Fatoua ,villosa,"hairy crabweed, mulberry-weed",9,High Risk,H (HPWRA),24/01/2018,Fatoua villosa.pdf,
Poaceae,Festuca arundinacea,Festuca ,arundinacea,tall fescue,17,High Risk,H (HPWRA),02/07/2009,Festuca arundinacea.xls,
Poaceae,Festuca ovina,Festuca,ovina,"sheep fescue, ovina",9,High Risk,H (HPWRA),14/12/2016,Festuca ovina.pdf,
Poaceae,Festuca trachyphylla,Festuca ,trachyphylla,hard fescue,4,Evaluate,Evaluate,20/12/2016,Festuca trachyphylla.pdf,
Moraceae,Ficus benghalensis,Ficus ,benghalensis,Indian banyon,3,Low Risk,L (HPWRA),07/10/2002,Ficus benghalensis.xls,
Moraceae,Ficus benjamina,Ficus ,benjamina,weeping fig,4,Evaluate,Evaluate,07/10/2002,Ficus benjamina.xls,
Moraceae,Ficus binnendijkii,Ficus ,binnendijkii,sabre ficus,-1,Low Risk,L (HPWRA),03/12/2009,Ficus binnendijkii.xls,
Moraceae,Ficus carica 'Brown Turkey',Ficus   ,carica 'Brown Turkey',common fig,2,Low Risk,L (HPWRA),14/04/2003,Ficus carica brown turkey.xls,
Moraceae,Ficus celebensis,Ficus ,celebensis,willow-leaved fig,-3,Low Risk,L (HPWRA),15/12/2010,Ficus celebensis.pdf,
Moraceae,Ficus cordata ssp. salicifolia,Ficus,cordata ssp. salicifolia,willow-leaf fig,0,Low Risk,L (HPWRA),11/01/2012,Ficus cordata ssp salicifolia.pdf,
Moraceae,Ficus deltoidea,Ficus ,deltoidea,mistletoe fig,0,Low Risk,L (HPWRA),13/05/2004,Ficus deltoidea.xls,
Moraceae,Ficus elastica,Ficus ,elastica,Indian rubberplant,-5,Low Risk,L (HPWRA),07/10/2002,Ficus elastica.xls,
Moraceae,Ficus lyrata,Ficus ,lyrata,fiddleleaf fig,-5,Low Risk,L (HPWRA),12/12/2003,Ficus lyrata.xls,
Moraceae,Ficus macrophylla,Ficus ,macrophylla,Moreton bay fig,3,Evaluate,Evaluate,12/12/2003,Ficus macrophylla.xls,
Moraceae,Ficus microcarpa,Ficus ,microcarpa,Chinese banyon,10,High Risk,H (HPWRA),08/10/2002,Ficus microcarpa.xls,
Moraceae,Ficus natalensis,Ficus ,natalensis,Natal fig,1,Evaluate,Evaluate,09/03/2007,Ficus natalensis.xls,
Moraceae,Ficus pumila,Ficus ,pumila,creeping fig,2,Low Risk,L (HPWRA),12/08/2004,Ficus pumila.xls,
Moraceae,Ficus religiosa,Ficus ,religiosa,"bo tree, peepul tree, Bodhi tree",7,High Risk,H (HPWRA),08/12/2009,Ficus religiosa.xls,
Moraceae,Ficus rubiginosa,Ficus ,rubiginosa,Port Jackson fig,7,High Risk,H (HPWRA),20/11/2002,Ficus rubiginosa.xls,
Moraceae,Ficus tikoua,Ficus ,tikoua,waipahu fig,-3,Low Risk,L (HPWRA),12/12/2003,Ficus tikoua.xls,
Moraceae,Ficus virens,Ficus ,virens,"spotted fig, white fig",5,Evaluate,Evaluate,12/11/2010,Ficus virens.pdf,
Sapindaceae,Filicium decipiens,Filicium ,decipiens,fern tree,2,Evaluate,Evaluate,20/01/2011,Filicium decipiens.pdf,
Malvaceae,Firmiana simplex,Firmiana,simplex,"Chinese parasol tree, Chinese bottletree",8,High Risk,H (HPWRA),08/12/2016,Firmiana simplex.pdf,
Salicaceae,Flacourtia indica,Flacourtia,indica,governor's plum,12,High Risk,H (HPWRA),07/09/2012,Flacourtia indica.pdf,
Fabaceae,Flemingia macrophylla,Flemingia ,macrophylla,flemingia,5,Evaluate,Evaluate,28/01/2013,Flemingia macrophylla.pdf,
Fabaceae,Flemingia strobilifera,Flemingia ,strobilifera,wild hops,3,Evaluate,Evaluate,14/04/2003,Flemingia strobilifera.xls,
Rutaceae,Flindersia brayleyana,Flindersia ,brayleyana,Queensland maple,2,Evaluate,Evaluate,23/08/2013,Flindersia brayleyana.pdf,
Euphorbiaceae,Flueggea virosa,Flueggea ,virosa,white-berry bush,7,High Risk,H (HPWRA),29/10/2009,Flueggea virosa.xls,
Apiaceae,Foeniculum vulgare,Foeniculum ,vulgare,fennel,19,High Risk,H (HPWRA),28/04/2009,Foeniculum vulgare.xls,
Rutaceae,Fortunella crassifolia,Fortunella ,crassifolia,meiwa kumquat,-10,Low Risk,L (HPWRA),17/02/2010,Fortunella crassifolia.xls,
Rhamnaceae,Frangula alnus,Frangula ,alnus,"alder buckthorn, glossy buckthorn",7.5,High Risk,H (HPWRA),27/01/2015,Frangula alnus.pdf,
Rhamnaceae,Frangula californica ssp. californica,Frangula ,californica ssp. californica,coffeeberry,5,High Risk,H (HPWRA),28/04/2009,Frangula californica ssp californica.xls,
Oleaceae,Fraxinus uhdei,Fraxinus ,uhdei,tropical ash,11,High Risk,H (HPWRA),12/05/2008,Fraxinus uhdei.xls,
Sterculiaceae,Fremontodendron californicum,Fremontodendron ,californicum,flannelbush,3,Low Risk,L (HPWRA),02/07/2009,Fremontodendron californicum.xls,
Pandanaceae,Freycinetia multiflora,Freycinetia ,multiflora,"climbing pandanus, flowering pandanus",1,Evaluate,Evaluate,11/12/2017,Freycinetia multiflora.pdf,
Onagraceae,Fuchsia boliviana,Fuchsia,boliviana,Bolivian fuchsia,15,High Risk,H (HPWRA),20/07/2015,Fuchsia boliviana.pdf,
Asparagaceae,Furcraea foetida,Furcraea ,foetida,"Mauritius hemp, green aloe",16,High Risk,H (Hawaii),29/07/2015,Furcraea foetida.pdf,
Malpighiaceae,Galphimia gracilis,Galphimia ,gracilis,slender goldshower,-2,Low Risk,L (HPWRA),07/10/2002,Galphimia gracilis.xls,
Clusiaceae,Garcinia intermedia,Garcinia ,intermedia,"lemon drop mangosteen, monkey fruit",-4,Low Risk,L (HPWRA),01/02/2017,Garcinia intermedia.pdf,
Clusiaceae,Garcinia mangostana,Garcinia ,mangostana,mangosteen,-5,Low Risk,L (HPWRA),07/07/2010,Garcinia mangostana.pdf,
Clusiaceae,Garcinia xanthochymus,Garcinia,xanthochymus,"gambogetree, false mangosteen",4,Evaluate,Evaluate,24/04/2012,Garcinia xanthochymus.pdf,
Rubiaceae,Gardenia jasminoides,Gardenia ,jasminoides,Cape jasmine,0,Low Risk,L (HPWRA),07/10/2002,Gardenia jasminoides.xls,
Rubiaceae,Gardenia latifolia,Gardenia ,latifolia,"Ceylon boxwood, Indian boxwood, tree gardenia",0,Low Risk,L (HPWRA),21/02/2018,Gardenia latifolia.pdf,
Rubiaceae,Gardenia taitensis,Gardenia ,taitensis,Tahitian gardenia,-4,Low Risk,L (HPWRA),11/04/2003,Gardenia taitensis.xls,
Rubiaceae,Gardenia thunbergia,Gardenia,thunbergia,"forest gardenia, starry gardenia",-4,Low Risk,L (HPWRA),16/04/2012,Gardenia thunbergia.pdf,
Rubiaceae,Gardenia tubifera,Gardenia ,tubifera,golden gardenia,-1,Low Risk,L (HPWRA),01/03/2017,Gardenia tubifera.pdf,
Rubiaceae,Gardenia volkensii,Gardenia ,volkensii,"bushveld gardenia, Transvaal gardenia",-4,Low Risk,L (HPWRA),31/10/2014,Gardenia volkensii.pdf,
Onagraceae,Gaura lindheimeri,Gaura ,lindheimeri,gaura,6,Low Risk,L (HPWRA),24/01/2008,Gaura lindheimeri.xls,
Arecaceae,Gaussia attenuata,Gaussia,attenuata,"llume palm, palma de sierra",0,Low Risk,L (HPWRA),17/10/2012,Gaussia attenuata.pdf,
Asteraceae,Gazania rigens var. leucolaena,Gazania   ,rigens var. leucolaena,trailing gazania,9,High Risk,H (HPWRA),27/06/2005,Gazania rigens var leucolaena.xls,
Fabaceae,Genista monspessulana,Genista,monspessulana,"cape broom, French broom",15,High Risk,H (HPWRA),15/10/2013,Genista monspessulana.pdf,
Arecaceae,Geonoma interrupta,Geonoma ,interrupta,"chontilla, cortadera",6,High Risk,H (HPWRA),20/09/2011,Geonoma interrupta.pdf,
Geraniaceae,Geranium homeanum,Geranium ,homeanum,Australasian cranesbill,7,High Risk,H (HPWRA),08/09/2015,Geranium homeanum.pdf,
Poaceae,Gigantochloa apus,Gigantochloa,apus,"cordage bamboo, bambu tali",2,Low Risk,L (HPWRA),20/03/2013,Gigantochloa apus.pdf,
Poaceae,Gigantochloa atroviolacea,Gigantochloa,atroviolacea,black bamboo,-2,Low Risk,L (HPWRA),29/03/2013,Gigantochloa atroviolacea.pdf,
Poaceae,Gigantochloa atter,Gigantochloa,atter,"sweet bamboo, pring legi",-3,Low Risk,L (HPWRA),21/03/2013,Gigantochloa atter.pdf,
